ID	ZT3	ZT6	ZT9	ZT3	ZT21	ZT18	ZT24	ZT6	ZT0	ZT12	ZT15	ZT0	ZT9	ZT21	ZT21	ZT3	ZT12	ZT9	ZT6	ZT15	ZT9	ZT0	ZT15	ZT21	ZT15	ZT18	ZT3	ZT12	ZT24	ZT24	ZT18	ZT18	ZT12	ZT6	ZT0	ZT24
6_cyc	-194.70731178712674	-195.09840804204873	-191.0599693194708	-195.4070003750113	-197.14776171331542	-193.54132849127035	-196.4158981699654	-194.22604717836674	-194.85293827981363	-191.23301898913385	-192.76955694801597	-197.67520245730853	-190.7435791727485	-195.66821896428294	-195.3652505471057	-194.84896895818846	-188.96224287854426	-191.15491735077578	-193.39569798878642	-191.3953301156355	-192.44482964497686	-197.95591980134958	-190.6955746192264	-195.95181117395853	-192.47461961627556	-192.42505827399003	-194.99305456583	-191.1315628807338	-196.55133252215109	-198.14474964515662	-194.58635301050802	-193.7006703227936	-191.6366046893237	-192.72058285329882	-195.48134786153707	-197.2019670671087
16_null	17.15698144513122	15.008032240368452	15.34668253891855	14.616466780033525	13.309469568693693	14.369932304097638	15.623584540385584	16.95306729621577	14.856925785865018	14.453715834771899	14.392830725227062	16.154550842608593	14.867966490168818	17.581778656679	15.145262894333731	15.96385297579198	15.240032776483067	16.496487116308447	16.3055577437116	13.778345533873273	15.041144155596022	15.366147866599071	14.482248251456225	13.3607519306205	14.004929415534335	16.000347925696882	15.035756053234111	14.840460930835615	16.00439002003504	14.161861133997661	14.822741484431758	16.144304308308357	15.732857151609165	15.028834219017725	16.152994412257755	14.729595838449084
8_cyc	93.63833542242251	92.79981708443047	90.29760216599816	94.39174628423055	93.87138254929211	92.2598676656715	93.56938609607396	91.80350836107081	95.64215196066166	87.72067743206075	88.54512114332502	95.53932026154024	90.6866782211252	93.59405968953546	92.43655196356326	92.26222962960453	90.66952798542668	90.6281746124953	92.2444234724566	88.44274932056054	89.19936703182172	96.26321039261661	88.24476771398291	93.11693936416754	86.73487271617819	89.8783922990909	93.41492065493702	88.75686727631413	93.36798355534442	93.66592544927454	89.44559636569777	89.30661465294136	88.34482337744289	93.3108968645211	93.0044666796304	94.77023864837717
9_cyc	-22.110110226930438	-23.791386633208763	-25.136334489284	-24.43767014801704	-26.505912257997846	-26.97436447506031	-22.40796384759942	-22.670222770853456	-24.355262671473447	-26.44726692379793	-28.165789171759773	-22.69544879276007	-25.45328475203386	-26.607311069027517	-26.65883394630138	-23.367402739395686	-26.608563049924257	-25.474087918597807	-24.72578470839928	-30.86274247114936	-24.594175890504637	-24.325448187450718	-28.37249443388266	-25.332268943194634	-28.538429876884685	-28.50141039126763	-23.550223634036005	-26.27540041603682	-24.416363720344354	-24.22443614708175	-28.127162462356775	-28.37237536205358	-27.77016727738528	-22.658047866229236	-23.84177601452767	-24.9500269734614
5_cyc	84.65395509188673	85.40610121974463	85.8498325717959	86.35546950266674	89.41709532227335	92.2727246896817	87.3599404987526	84.96913343052177	86.2751434021637	87.75455843824852	92.21327104687275	87.42763503011061	88.18630058261057	90.79237986420176	89.34419571589609	86.5909950463995	89.65207301742083	87.41990190790112	85.70532549830706	90.12871298624407	87.6977283226964	87.76887434314527	90.06070098853469	89.12452037076123	93.62526684299874	91.95123510510845	83.95450206725303	91.1607836611107	86.6977702038077	89.09768869408555	91.42080969237257	92.10689603190849	88.72898064863604	85.1957222938002	88.50874402693778	88.04475419733764
11_null					-148.78209170519946						-149.1491184233885		-147.25145967342792				-148.51079189843327		-147.84381582764402								-149.75270784298814				-150.85348166203778				-149.54074656809328	-147.90668188110706
one	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12_null		-48.18831709889058	-48.34573372568277		-48.900602712512125	-48.876996314375496	-46.69675965837271	-48.18014839515604	-48.263925525876665	-48.78569000083762	-48.60961702981436	-47.87440863123755	-47.27407693462668	-49.435568980966515	-47.66129084275277		-47.19032930383558	-48.313669907159614	-46.46802213779475	-47.39230779774989	-46.90280744178085	-50.372988975131754	-46.493856762698485	-46.662935363851915	-48.92367519707898	-47.93751450272939		-48.739662771724916	-47.55374889033441	-46.26430064644328	-47.346901997574356	-49.06111958170203	-47.6862675156663	-50.20261972715726	-48.77069786462066	-46.932737351396376
17_null	78.33543724028512	77.77757586434237	77.44995893265185	78.46376641431254	77.87409120285176	79.25414231874716	80.64028708209491	79.93228977469862	78.9269909985768	79.05104682659214	77.49938929611926	77.79915333982923	77.79345619578584	78.43163006887822	77.67247757428092	79.323148078179	76.69926774557011	79.37036361237601	78.78875011122456	78.00440236142094	81.49440760842174	80.07231821853777	77.68880967738339	77.12588375212702	78.05637253207256	80.29805919787812	78.78374580076806	79.17145605621472	78.97097988004576	78.44232695370123	77.91488746210753	80.1937609569127	78.61055533788972	78.50730488311284	78.69074719639733	78.57182015887831
14_null	-80.60921356003124	-79.02207668607544	-76.13948136265074	-78.81983721094589	-80.06389987577496	-78.9429011575451	-78.28753426293547	-77.9037149966659	-78.8194165938691	-78.18930956996708	-78.33625454034015	-78.48437572866382	-81.13727070918806	-81.12542843937597	-79.1044767038259	-80.06187134799212	-81.04825241934002	-78.80687180410663	-78.10644611435774	-79.04260765691865	-79.37460673921444	-78.20030578300549	-77.65318541995242	-78.7224655263568	-78.12801415732312	-78.93040421296188	-77.19929510902485	-79.1668331843588	-79.47938654920446	-78.84120720073115	-79.36153625736628	-80.51234585791552	-77.84458107032319	-81.81424065597848	-78.03783571107233	-79.14583632722544
15_null	-144.55822002950725	-144.21231148233556	-145.0443359358	-144.29710073021624	-142.53148129517578	-143.83606236812165	-143.96291988596715	-143.36513807713155	-144.07688352040083	-144.78840644965953	-144.2396728608627	-144.1615798098041	-144.66797511574535	-144.38972790334608	-144.6173631871167	-142.99450346126596	-144.07988017511425	-143.89805125159975	-144.16503942632195	-145.69666884940432	-145.47212528157016	-145.65546380725436	-143.51580832127323	-142.5963891491258	-143.90788453978658	-143.933013340386	-143.21335724469014	-143.92230164888772	-145.0020257764861	-143.82305467087426	-143.91947400838484	-145.11696344771826	-143.26749350450982	-143.21008615515032	-142.88962309385002	-143.09655894676152
19_null	-51.98276236155342	-53.24113008921372	-50.81337662373709	-51.1719905577403	-50.61548321105282	-52.53617066316595	-52.32272006838331	-50.8019422253018	-51.66444792548959	-50.81545565896136	-51.490567699203616	-51.94581666156897	-50.91277207667838	-52.284445623971465	-53.16613656815633	-53.63308538652417	-53.36732685265696	-49.87334318965057	-52.09452061552627	-50.85666077429025	-52.513820184913726	-51.67319584944506	-53.05531117181226	-52.22127297113716	-52.56112446935869	-50.43871205037364	-52.04262800406393	-52.02722642094718	-52.96599666437933	-51.20429818932255	-52.48607403044668	-53.307222312898915	-51.49257514281303	-52.747806450464815	-50.69061245988238	-51.24187547622088
missing																																				
0_cyc	24.44273688735568	23.402160578593975	20.742506663722985	24.196592707567866	25.67911213506214	26.548789257151558	27.064465766967775	21.246244264937364	26.761188029594823	22.121468678927652	23.87362261376017	26.38275743664835	22.29391136357989	27.075437908631297	28.121408208090042	24.24001184530328	22.62632098866347	22.86183051744192	23.325346099465882	22.150016778888656	19.741940331274897	26.02173577547155	22.49988674968293	29.091075966115973	24.735764639908375	26.315546365102684	25.95762145359953	21.645011941889262	26.045863975471807	25.934572143986866	26.65317793999363	27.20020867955495	23.732238906258296	23.540764049026347	25.535841638736905	27.13490361135713
18_null	120.78000594515291	121.02385829691792	119.82748069060014	119.63828438086178	119.13155276214643	119.7608204490646	120.18565478664108	118.93932335030786	119.407927615268	119.81059617943833	118.85994958713175	118.29534552592776	119.6021399654822	119.21458933584191	120.51156639773735	120.68483676348998	119.48330904769718	118.23737104348363	120.40053429416491	121.26421320915878	118.55423553083264	119.84051165460502	119.44919322070513	119.67678650137174	119.24620301163193	119.42641998936236	118.75416131856285	119.112135170686	119.63588140786854	120.18702972303656	118.71147767759747	118.90548508035059	118.02618784904257	119.56536390232424	119.11594917878313	118.71172336386795
19_null	-51.98276236155342	-53.24113008921372	-50.81337662373709	-51.1719905577403	-50.61548321105282	-52.53617066316595	-52.32272006838331	-50.8019422253018	-51.66444792548959	-50.81545565896136	-51.490567699203616	-51.94581666156897	-50.91277207667838	-52.284445623971465	-53.16613656815633	-53.63308538652417	-53.36732685265696	-49.87334318965057	-52.09452061552627	-50.85666077429025	-52.513820184913726	-51.67319584944506	-53.05531117181226	-52.22127297113716	-52.56112446935869	-50.43871205037364	-52.04262800406393	-52.02722642094718	-52.96599666437933	-51.20429818932255	-52.48607403044668	-53.307222312898915	-51.49257514281303	-52.747806450464815	-50.69061245988238	-51.24187547622088
